Time [s],Channel 0,Channel 1
0.026363376,0,1
0.026385248,0,0
0.026407928,0,1
0.026419704,0,0
0.026514816,1,0
0.026634584,1,1
0.026693480,0,1
0.026837464,1,1
0.026896000,1,0
0.026911608,0,0
0.026966232,0,1
0.027020152,0,0
0.027113248,1,0
0.027175056,1,1
0.027195728,0,1
0.027365928,1,1
0.027379968,0,1
0.027425024,0,0
0.027608840,0,1
0.027619656,1,1
0.027716192,0,1
0.027798632,1,1
0.027861672,1,0
0.027932296,0,0
0.028006736,0,1
0.028026392,1,1
0.028163888,0,1
0.028246456,0,0
0.028312360,0,1
0.028317528,1,1
0.028411568,0,1
0.028562184,0,0
0.028650880,1,0
0.028676816,1,1
0.028751880,0,1
0.028825392,0,0
0.028955776,0,1
0.028977176,1,1
0.028981720,0,1
0.029046384,1,1
0.029066936,1,0
0.029177800,0,0
0.029250104,0,1
0.029330128,1,1
0.029334328,1,0
0.029489608,0,0
0.029542416,0,1
0.029557888,0,0
0.029636352,1,0
0.029706720,1,1
0.029728048,0,1
0.029909592,0,0
0.029982968,1,0
0.030133168,1,1
0.030140856,0,1
0.030332904,0,0
0.030359528,1,0
0.030399240,0,0
0.030551080,0,1
0.030654232,1,1
0.030738568,0,1
0.030780488,0,0
0.030997152,1,0
0.030999208,1,1
0.031075248,0,1
0.031207368,0,0
0.031237776,0,1
0.031293424,1,1
0.031389928,1,0
0.031545240,0,0
0.031600168,0,1
0.031619416,0,0
0.031655280,1,0
0.031870616,0,0
0.031880928,0,1
0.031938184,0,0
0.032107168,1,0
0.032143176,1,1
0.032196952,1,0
0.032350112,0,0
0.032372544,0,1
0.032460872,0,0
0.032527944,1,0
0.032678480,1,1
0.032789768,0,1
0.032891296,0,0
0.032903192,0,1
0.032978320,1,1
0.033002192,1,0
0.033022984,1,1
0.033043784,0,1
0.033236472,1,1
0.033236960,1,0
0.033244336,0,0
0.033395912,1,0
0.033484232,1,1
0.033618000,0,1
0.033734344,1,1
0.033741920,1,0
0.033765128,0,0
0.033854200,1,0
0.033902392,1,1
0.034049192,1,0
0.034052616,1,1
0.034068112,0,1
0.034179416,0,0
0.034209008,1,0
0.034270464,0,0
0.034276280,0,1
0.034288792,1,1
0.034439968,1,0
0.034440552,1,1
0.034488064,1,0
0.034506576,0,0
0.034525056,1,0
0.034546152,1,1
0.034703360,0,1
0.034712296,1,1
0.034794424,1,0
0.034857824,0,0
0.034882680,1,0
0.034900112,1,1
0.034944968,0,1
0.034970368,1,1
0.034992328,1,0
0.035057048,0,0
0.035083672,0,1
0.035096352,0,0
0.035145376,1,0
0.035236704,1,1
0.035302512,0,1
0.035447008,0,0
0.035475912,1,0
0.035551264,1,1
0.035599848,1,0
0.035724344,0,0
0.035851144,0,1
0.035945168,1,1
0.036026584,0,1
0.036070008,0,0
0.036171808,1,0
0.036276256,1,1
0.036329176,0,1
0.036356584,1,1
0.036419016,1,0
0.036422904,0,0
0.036556928,1,0
0.036611680,1,1
0.036771544,1,0
0.036793888,0,0
0.036858176,0,1
0.036909232,0,0
0.036925648,0,1
0.036987248,0,0
0.037037832,0,1
0.037047592,1,1
0.037204448,0,1
0.037227848,0,0
0.037400176,1,0
0.037444720,1,1
0.037467208,1,0
0.037567408,1,1
0.037605920,0,1
0.037793048,0,0
0.037811360,1,0
0.037863576,0,0
0.037960912,0,1
0.038023592,1,1
0.038036928,1,0
0.038171432,0,0
0.038180568,0,1
0.038280440,1,1
0.038436904,1,0
0.038457680,0,0
0.038458632,1,0
0.038590112,0,0
0.038639960,0,1
0.038769496,1,1
0.038786480,0,1
0.038851008,0,0
0.038999368,1,0
0.039089864,1,1
0.039191752,1,0
0.039227048,0,0
0.039228776,1,0
0.039293528,1,1
0.039314520,0,1
0.039336048,1,1
0.039360352,1,0
0.039391600,0,0
0.039394600,1,0
0.039412072,0,0
0.039492864,0,1
0.039558656,0,0
0.039596680,0,1
0.039664216,1,1
0.039735784,1,0
0.039786496,0,0
0.039939688,0,1
0.040018840,1,1
0.040146176,1,0
0.040150168,1,1
0.040224040,0,1
0.040261616,0,0
0.040284440,1,0
0.040320992,1,1
0.040380080,1,0
0.040396528,1,1
0.040448648,0,1
0.040454488,0,0
0.040465320,1,0
0.040485496,0,0
0.040543056,1,0
0.040640576,1,1
0.040767792,1,0
0.040798872,0,0
0.040837752,1,0
0.040846544,1,1
0.040999160,0,1
0.041001984,1,1
0.041014296,1,0
0.041043976,1,1
0.041158984,0,1
0.041165336,0,0
0.041342704,1,0
0.041346728,0,0
0.041378128,0,1
0.041508704,0,0
0.041582968,1,0
0.041599200,0,0
0.041719816,1,0
0.041734224,1,1
0.041791984,0,1
0.041986288,0,0
0.042015200,0,1
0.042024864,1,1
0.042157256,1,0
0.042205560,0,0
0.042243920,0,1
0.042244008,1,1
0.042257616,0,1
0.042263088,0,0
0.042392464,1,0
0.042401056,1,1
0.042529936,0,1
0.042591224,0,0
0.042615424,1,0
0.042724920,0,0
0.042745392,0,1
0.042802816,1,1
0.042971192,1,0
0.043052160,0,0
0.043118384,1,0
0.043125888,1,1
0.043193168,1,0
0.043294968,0,0
0.043311032,0,1
0.043387896,0,0
0.043482216,1,0
0.043515624,0,0
0.043565144,0,1
0.043671744,1,1
0.043678880,1,0
0.043717248,0,0
0.043788816,0,1
0.043855120,1,1
0.043929416,1,0
0.043974064,0,0
0.044081472,1,0
0.044154448,0,0
0.044157792,0,1
0.044266296,0,0
0.044358184,1,0
0.044378944,0,0
0.044457936,0,1
0.044523104,0,0
0.044527560,1,0
0.044533064,1,1
0.044543488,0,1
0.044570024,1,1
0.044570584,1,0
0.044572872,1,1
0.044615152,0,1
0.044650568,1,1
0.044731496,0,1
0.044733616,0,0
0.044855496,1,0
0.044942192,1,1
0.045045984,1,0
0.045078368,0,0
0.045170624,1,0
0.045198840,1,1
0.045365896,0,1
0.045429056,0,0
0.045601296,1,0
0.045610400,1,1
0.045805136,0,1
0.045818576,1,1
0.045856336,1,0
0.045902856,0,0
0.045919720,0,1
0.045948200,0,0
0.046125408,0,1
0.046130824,1,1
0.046195528,0,1
0.046235920,0,0
0.046317600,0,1
0.046319312,1,1
0.046437984,0,1
0.046476400,0,0
0.046574016,1,0
0.046602752,1,1
0.046714600,1,0
0.046744160,0,0
0.046925392,0,1
0.046963936,1,1
0.047129608,1,0
0.047201928,0,0
0.047238864,1,0
0.047252112,1,1
0.047382624,1,0
0.047434192,0,0
0.047505128,0,1
0.047532568,1,1
0.047549792,1,0
0.047564464,0,0
0.047622472,1,0
0.047701872,1,1
0.047717832,1,0
0.047826688,0,0
0.047949720,1,0
0.047953640,1,1
0.048101640,1,0
0.048184744,0,0
0.048197976,1,0
0.048275760,0,0
0.048337688,0,1
0.048455872,1,1
0.048535400,0,1
0.048571400,0,0
0.048729320,0,1
0.048758136,1,1
0.048913016,0,1
0.048914496,1,1
0.048925856,1,0
0.049028696,1,1
0.049140960,0,1
0.049144832,0,0
0.049176400,0,1
0.049336648,0,0
0.049391112,0,1
0.049401952,1,1
0.049485568,0,1
0.049640856,0,0
0.049663928,1,0
0.049748984,1,1
0.049786464,0,1
0.049810672,0,0
0.049890616,0,1
0.049944376,0,0
0.050040016,1,0
0.050157752,1,1
0.050169800,0,1
0.050328032,1,1
0.050386480,1,0
0.050529968,0,0
0.050582824,0,1
0.050583008,1,1
0.050706848,1,0
0.050739896,0,0
0.050895376,1,0
0.050927776,1,1
0.051019680,1,0
0.051041728,0,0
0.051132776,0,1
0.051225128,1,1
0.051327616,1,0
0.051368400,1,1
0.051475552,1,0
0.051481360,0,0
0.051646312,0,1
0.051704416,1,1
0.051907560,1,0
0.051930960,0,0
0.052004080,1,0
0.052066832,1,1
0.052191288,0,1
0.052278856,0,0
0.052289544,0,1
0.052308848,0,0
0.052378800,1,0
0.052413792,1,1
0.052490568,0,1
0.052601888,0,0
0.052686336,1,0
0.052776760,0,0
0.052791464,0,1
0.052808808,1,1
0.052843368,0,1
0.052905456,0,0
0.052924672,1,0
0.053000904,0,0
0.053092328,0,1
0.053114184,1,1
0.053322432,1,0
0.053359200,0,0
0.053507440,1,0
0.053526736,0,0
0.053542264,0,1
0.053558888,1,1
0.053595368,1,0
0.053645264,0,0
0.053665208,1,0
0.053726832,0,0
0.053837280,0,1
0.053958872,1,1
0.054047144,0,1
0.054088136,0,0
0.054164728,0,1
0.054187864,1,1
0.054219256,0,1
0.054258864,0,0
0.054261208,0,1
0.054265496,0,0
0.054269112,1,0
0.054486488,1,1
0.054512000,0,1
0.054644720,1,1
0.054668880,0,1
0.054687952,0,0
0.054689744,0,1
0.054817504,0,0
0.054867720,0,1
0.054892608,1,1
0.054955128,0,1
0.054990944,0,0
0.055003416,1,0
0.055190696,0,0
0.055201440,0,1
0.055221112,1,1
0.055391976,0,1
0.055431944,0,0
0.055480600,0,1
0.055616848,0,0
0.055622784,1,0
0.055744472,1,1
0.055766808,0,1
0.055771648,0,0
0.055921872,0,1
0.056004504,1,1
0.056089152,1,0
0.056202480,0,0
0.056217272,1,0
0.056254944,0,0
0.056291624,1,0
0.056324640,1,1
0.056432152,0,1
0.056466184,1,1
0.056539848,1,0
0.056540376,1,1
0.056664408,1,0
0.056697944,0,0
0.056710232,1,0
0.056736568,1,1
0.056852032,0,1
0.056866032,0,0
0.056879464,0,1
0.056921864,1,1
0.057061560,1,0
0.057145784,0,0
0.057170864,0,1
0.057227720,0,0
0.057255120,0,1
0.057322056,0,0
0.057403984,1,0
0.057448296,1,1
0.057530344,1,0
0.057592552,1,1
0.057599344,0,1
0.057636976,1,1
0.057693224,1,0
0.057802240,0,0
0.057816552,0,1
0.058026168,0,0
0.058063552,1,0
0.058078728,1,1
0.058224696,0,1
0.058229744,1,1
0.058289792,1,0
0.058290488,1,1
0.058313224,1,0
0.058327136,0,0
0.058415440,1,0
0.058440192,1,1
0.058490336,0,1
0.058534584,1,1
0.058596104,1,0
0.058696992,0,0
0.058804408,1,0
0.058812176,1,1
0.058883952,1,0
0.058951008,0,0
0.059031840,1,0
0.059099464,1,1
0.059162128,0,1
0.059192592,0,0
0.059303352,1,0
0.059312144,1,1
0.059434584,1,0
0.059557856,0,0
0.059654856,0,1
0.059680400,1,1
0.059759712,0,1
0.059880848,0,0
0.059946560,1,0
0.059949432,0,0
0.059965288,1,0
0.060053744,1,1
0.060093128,0,1
0.060096560,0,0
0.060244472,0,1
0.060329648,1,1
0.060336144,1,0
0.060411960,1,1
0.060448320,0,1
0.060480208,1,1
0.060513760,0,1
0.060519048,1,1
0.060565264,1,0
0.060767648,0,0
0.060807856,0,1
0.060995896,1,1
0.061005072,0,1
0.061006880,0,0
0.061055448,1,0
0.061161152,1,1
0.061310376,0,1
0.061322288,0,0
0.061417072,0,1
0.061417968,0,0
0.061487200,0,1
0.061563192,1,1
0.061591376,0,1
0.061687176,0,0
0.061770192,0,1
0.061814512,1,1
0.061836816,1,0
0.061891840,1,1
0.061917424,0,1
0.062058824,0,0
0.062164680,1,0
0.062283664,1,1
0.062290096,0,1
0.062319632,1,1
0.062467888,0,1
0.062528040,1,1
0.062534544,1,0
0.062636152,0,0
0.062673528,0,1
0.062722040,0,0
0.062775848,1,0
0.062793224,0,0
0.062796080,0,1
0.062933952,0,0
0.062976656,1,0
0.063036656,1,1
0.063087976,0,1
0.063168504,1,1
0.063251216,1,0
0.063413984,0,0
0.063441320,0,1
0.063495688,1,1
0.063542064,1,0
0.063555272,1,1
0.063668312,1,0
0.063694224,0,0
0.063757416,0,1
0.063877464,0,0
0.063905760,1,0
0.063995688,1,1
0.064034408,0,1
0.064046808,0,0
0.064138456,1,0
0.064260408,0,0
0.064286496,0,1
0.064379976,0,0
0.064405072,0,1
0.064479848,1,1
0.064539328,1,0
0.064609864,0,0
0.064767304,0,1
0.064815784,1,1
0.064866736,1,0
0.065006072,0,0
0.065101808,0,1
0.065125824,0,0
0.065139912,1,0
0.065255496,1,1
0.065261040,0,1
0.065279536,1,1
0.065474496,0,1
0.065482264,0,0
0.065670752,1,0
0.065743592,1,1
0.065920752,1,0
0.065927712,0,0
0.065974256,1,0
0.066098376,1,1
0.066194000,1,0
0.066225128,0,0
0.066373040,0,1
0.066442512,1,1
0.066464048,1,0
0.066614536,1,1
0.066641792,0,1
0.066718144,1,1
0.066759888,1,0
0.066894080,1,1
0.066933736,0,1
0.067050088,1,1
0.067073360,1,0
0.067092512,1,1
0.067193008,0,1
0.067213072,0,0
0.067218032,0,1
0.067260192,1,1
0.067392440,1,0
0.067457008,1,1
0.067470240,0,1
0.067633472,0,0
0.067665288,1,0
0.067670944,1,1
0.067760992,0,1
0.067907840,0,0
0.067920912,1,0
0.067932728,0,0
0.067954328,1,0
0.067969144,1,1
0.068046824,1,0
0.068069664,0,0
0.068092224,1,0
0.068159608,1,1
0.068181176,0,1
0.068208728,1,1
0.068286192,0,1
0.068367008,0,0
0.068402344,1,0
0.068558888,0,0
0.068591320,0,1
0.068597264,0,0
0.068719792,1,0
0.068734920,0,0
0.068843952,0,1
0.068917248,1,1
0.069028728,0,1
0.069087584,0,0
0.069093168,1,0
0.069115864,0,0
0.069169256,0,1
0.069208744,0,0
0.069370864,1,0
0.069396160,1,1
0.069458112,1,0
0.069581880,0,0
0.069660008,0,1
0.069737944,1,1
0.069872096,0,1
0.069895112,0,0
0.069900336,0,1
0.069917312,1,1
0.070121096,1,0
0.070157144,0,0
0.070158472,1,0
0.070308672,1,1
0.070362392,0,1
0.070367384,1,1
0.070415784,1,0
0.070570160,0,0
0.070618808,1,0
0.070621720,0,0
0.070658136,0,1
0.070740048,1,1
0.070754632,0,1
0.070787296,0,0
0.070955352,1,0
0.070973016,0,0
0.070986176,0,1
0.071051840,1,1
0.071087632,1,0
0.071138272,1,1
0.071198912,0,1
0.071324824,0,0
0.071357600,1,0
0.071488088,0,0
0.071508912,1,0
0.071554408,1,1
0.071592408,1,0
0.071768448,0,0
0.071839304,0,1
0.071970120,1,1
0.071989776,0,1
0.072068680,0,0
0.072119040,0,1
0.072227648,1,1
0.072272776,0,1
0.072320872,0,0
0.072362648,1,0
0.072407392,0,0
0.072538408,0,1
0.072571016,1,1
0.072741200,1,0
0.072777336,1,1
0.072818576,0,1
0.072836240,1,1
0.072895784,1,0
0.072912856,1,1
0.072956032,0,1
0.072976744,0,0
0.073118464,0,1
0.073118816,0,0
0.073200016,0,1
0.073212320,1,1
0.073395912,1,0
0.073461184,0,0
0.073539288,1,0
0.073583168,0,0
0.073624632,0,1
0.073666088,1,1
0.073688984,1,0
0.073817592,1,1
0.073836576,0,1
0.073915680,0,0
0.073966336,1,0
0.073996608,0,0
0.074072776,0,1
0.074155800,1,1
0.074160592,1,0
0.074333600,1,1
0.074346976,1,0
0.074391408,0,0
0.074446224,0,1
0.074492136,0,0
0.074627008,1,0
0.074635824,1,1
0.074663736,0,1
0.074745088,1,1
0.074751264,1,0
0.074866840,0,0
0.074900632,1,0
0.074966272,1,1
0.074967888,0,1
0.074994832,0,0
0.075079632,0,1
0.075133960,1,1
0.075240928,1,0
0.075248208,0,0
0.075367720,1,0
0.075434112,0,0
0.075448584,0,1
0.075577920,1,1
0.075700080,1,0
0.075764816,0,0
0.075857248,1,0
0.075866256,0,0
0.075874912,1,0
0.075918208,1,1
0.075962432,1,0
0.076002208,0,0
0.076018232,1,0
0.076059504,0,0
0.076222808,0,1
0.076272816,1,1
0.076337752,1,0
0.076382120,0,0
0.076508488,1,0
0.076526328,1,1
0.076675704,0,1
0.076682360,1,1
0.076778112,0,1
0.076778800,0,0
0.077001960,1,0
0.077031280,1,1
0.077120440,1,0
0.077122672,0,0
0.077142568,1,0
0.077191808,0,0
0.077248216,0,1
0.077347800,1,1
0.077410368,0,1
0.077502328,1,1
0.077505088,1,0
0.077547400,1,1
0.077707136,0,1
0.077733856,0,0
0.077890680,1,0
0.077957288,1,1
0.077999328,0,1
0.078199304,0,0
0.078240848,1,0
0.078419688,1,1
0.078441784,1,0
0.078448200,0,0
0.078565400,0,1
0.078620280,1,1
0.078706016,1,0
0.078785856,0,0
0.078959248,0,1
0.078992616,1,1
0.079068432,1,0
0.079231232,0,0
0.079278688,1,0
0.079295512,1,1
0.079314520,1,0
0.079367712,1,1
0.079372472,1,0
0.079439480,0,0
0.079587912,0,1
0.079592184,1,1
0.079686664,1,0
0.079701112,0,0
0.079827256,0,1
0.079950472,1,1
0.080024016,1,0
0.080024192,0,0
0.080161096,1,0
0.080171856,1,1
0.080257208,1,0
0.080312424,0,0
0.080495864,1,0
0.080500408,1,1
0.080514592,1,0
0.080537968,0,0
0.080714912,1,0
0.080769240,1,1
0.080837600,0,1
0.080972344,0,0
0.081012504,1,0
0.081184496,1,1
0.081245400,0,1
0.081245624,1,1
0.081413528,1,0
0.081492992,0,0
0.081579120,1,0
0.081670888,1,1
0.081780664,0,1
0.081868904,1,1
0.081906568,1,0
0.081988528,0,0
0.081995400,0,1
0.082057752,0,0
0.082063264,1,0
0.082217632,1,1
0.082231248,1,0
0.082233792,0,0
0.082287376,1,0
0.082414936,0,0
0.082461312,0,1
0.082515080,1,1
0.082618368,1,0
0.082691648,0,0
0.082784440,0,1
0.082868336,1,1
0.082996000,0,1
0.083028168,0,0
0.083037328,0,1
0.083209448,1,1
0.083298760,1,0
0.083362240,0,0
0.083372832,1,0
0.083548408,1,1
0.083597632,0,1
0.083717136,0,0
0.083769288,1,0
0.083798120,1,1
0.083957608,1,0
0.084005544,0,0
0.084011488,0,1
0.084136544,1,1
0.084197864,0,1
0.084242064,1,1
0.084258896,1,0
0.084446216,0,0
0.084493672,0,1
0.084500912,0,0
0.084523408,0,1
0.084552632,0,0
0.084595096,1,0
0.084628336,1,1
0.084746200,0,1
0.084822936,0,0
0.084847080,1,0
0.085029888,1,1
0.085060256,0,1
0.085067720,1,1
0.085128144,0,1
0.085244992,0,0
0.085373096,1,0
0.085469080,1,1
0.085494640,0,1
0.085564424,0,0
0.085587736,0,1
0.085630312,0,0
0.085726360,0,1
0.085743616,1,1
0.085779576,0,1
0.085878320,1,1
0.085913952,1,0
0.085928072,1,1
0.085985296,1,0
0.086008464,0,0
0.086107352,0,1
0.086119752,1,1
0.086138888,0,1
0.086156304,0,0
0.086268280,1,0
0.086300128,1,1
0.086313456,1,0
0.086338632,1,1
0.086514952,0,1
0.086546640,0,0
0.086559120,1,0
0.086723632,1,1
0.086762096,0,1
0.086907816,0,0
0.086937520,1,0
0.086988936,1,1
0.087095984,0,1
0.087118880,0,0
0.087169704,1,0
0.087228056,1,1
0.087385752,0,1
0.087477240,0,0
0.087522720,1,0
0.087598336,1,1
0.087688624,0,1
0.087769208,0,0
0.087826864,1,0
0.087850464,1,1
0.087911288,0,1
0.088048344,0,0
0.088145288,1,0
0.088232440,0,0
0.088299008,0,1
0.088352288,0,0
0.088352344,1,0
0.088578264,0,0
0.088582720,0,1
0.088780224,0,0
0.088813464,1,0
0.088906280,0,0
0.088954064,0,1
0.089035592,0,0
0.089079496,1,0
0.089080152,1,1
0.089146072,1,0
0.089188272,1,1
0.089299480,0,1
0.089334712,0,0
0.089513488,1,0
0.089542304,1,1
0.089603808,0,1
0.089757888,0,0
0.089855656,1,0
0.089967808,0,0
0.089986504,0,1
0.090018232,1,1
0.090215824,1,0
0.090227648,1,1
0.090233520,0,1
0.090388472,0,0
0.090436896,0,1
0.090458264,1,1
0.090527464,1,0
0.090618592,1,1
0.090651288,0,1
0.090705864,0,0
0.090709624,1,0
0.090859672,0,0
0.090878992,1,0
0.090891512,1,1
0.090939552,0,1
0.090980248,1,1
0.091044632,1,0
0.091194632,1,1
0.091230464,0,1
0.091256248,0,0
0.091320568,1,0
0.091397568,0,0
0.091460232,0,1
0.091592792,1,1
0.091620504,0,1
0.091684720,0,0
0.091733760,1,0
0.091761384,1,1
0.091798168,0,1
0.091802736,0,0
0.091803104,1,0
0.091827480,0,0
0.091840408,0,1
0.091959912,0,0
0.092012016,1,0
